rasterid;groupnr;gew_aantal_meetptn;n_tubes;n_tubes_lg3;geom
 438;2;1; 8;NA;list(c(202253.591973471, 202253.591973471, 210445.591973471, 210445.591973471, 202253.591973471, 194014.113583292, 185822.113583292, 185822.113583292, 194014.113583292, 194014.113583292))
 438;3;1;17;NA;list(c(202253.591973471, 202253.591973471, 210445.591973471, 210445.591973471, 202253.591973471, 194014.113583292, 185822.113583292, 185822.113583292, 194014.113583292, 194014.113583292))
 454;4;1; 5; 5;list(c(161293.591973471, 161293.591973471, 169485.591973471, 169485.591973471, 161293.591973471, 177630.113583292, 169438.113583292, 169438.113583292, 177630.113583292, 177630.113583292))
 470;1;1;17;NA;list(c(177677.591973471, 177677.591973471, 185869.591973471, 185869.591973471, 177677.591973471, 218590.113583292, 210398.113583292, 210398.113583292, 218590.113583292, 218590.113583292))
 478;3;1;22;NA;"list(c(161293.591973471, 161293.591973471, 169485.591973471, 169485.591973471, 169325.591973471, 169325.591973471, 169357.591973471, 169357.591973471, 169325.591973471, 169325.591973471, 169293.591973471, 169229.591973471, 169229.591973471, 169197.591973471, 169101.591973471, 169101.591973471, 169069.591973471, 168973.591973471, 168973.591973471, 168877.591973471, 168877.591973471, 168813.591973471, 168813.591973471, 168749.591973471, 168749.591973471, 168685.591973471, 168685.591973471, 168653.591973471, 
168653.591973471, 168621.591973471, 168621.591973471, 168589.591973471, 168589.591973471, 161901.591973471, 161901.591973471, 161869.591973471, 161837.591973471, 161837.591973471, 161805.591973471, 161741.591973471, 161741.591973471, 161709.591973471, 161677.591973471, 161677.591973471, 161581.591973471, 161581.591973471, 161293.591973471, 234974.113583292, 226782.113583292, 226782.113583292, 234974.113583292, 234974.113583292, 234942.113583292, 234942.113583292, 234910.113583292, 234910.113583292, 
234878.113583292, 234878.113583292, 234878.113583292, 234846.113583292, 234846.113583292, 234846.113583292, 234814.113583292, 234814.113583292, 234814.113583292, 234750.113583292, 234750.113583292, 234782.113583292, 234782.113583292, 234814.113583292, 234814.113583292, 234846.113583292, 234846.113583292, 234878.113583292, 234878.113583292, 234910.113583292, 234910.113583292, 234942.113583292, 234942.113583292, 234974.113583292, 234974.113583292, 234942.113583292, 234942.113583292, 234942.113583292, 
234910.113583292, 234910.113583292, 234910.113583292, 234878.113583292, 234878.113583292, 234878.113583292, 234846.113583292, 234846.113583292, 234974.113583292, 234974.113583292))"
 486;2;1; 4;NA;list(c(202253.591973471, 202253.591973471, 210445.591973471, 210445.591973471, 202253.591973471, 177630.113583292, 169438.113583292, 169438.113583292, 177630.113583292, 177630.113583292))
 537;4;1; 1; 1;"list(c(87565.591973471, 87565.591973471, 87725.591973471, 87725.591973471, 87949.591973471, 87949.591973471, 88717.591973471, 88717.591973471, 88749.591973471, 88781.591973471, 88781.591973471, 89037.591973471, 89037.591973471, 89389.591973471, 89389.591973471, 89421.591973471, 89421.591973471, 89453.591973471, 89453.591973471, 89485.591973471, 89485.591973471, 89549.591973471, 89549.591973471, 89613.591973471, 89645.591973471, 89645.591973471, 89677.591973471, 89709.591973471, 89709.591973471, 89805.591973471, 
89837.591973471, 89837.591973471, 89965.591973471, 89997.591973471, 89997.591973471, 90061.591973471, 90093.591973471, 90093.591973471, 90125.591973471, 90157.591973471, 90157.591973471, 90189.591973471, 90189.591973471, 90221.591973471, 90221.591973471, 90253.591973471, 90253.591973471, 90285.591973471, 90285.591973471, 90317.591973471, 90349.591973471, 90349.591973471, 90413.591973471, 90445.591973471, 90445.591973471, 90477.591973471, 90509.591973471, 90509.591973471, 90573.591973471, 90605.591973471, 
90605.591973471, 90637.591973471, 90669.591973471, 90669.591973471, 90797.591973471, 90829.591973471, 90829.591973471, 90925.591973471, 90957.591973471, 90957.591973471, 91309.591973471, 91309.591973471, 91437.591973471, 91437.591973471, 91501.591973471, 91501.591973471, 91533.591973471, 91533.591973471, 91565.591973471, 91565.591973471, 91533.591973471, 91533.591973471, 91501.591973471, 91501.591973471, 91469.591973471, 91469.591973471, 91437.591973471, 91437.591973471, 91405.591973471, 91405.591973471, 
91373.591973471, 91373.591973471, 95725.591973471, 95757.591973471, 95757.591973471, 87565.591973471, 169438.113583292, 161310.113583292, 161310.113583292, 161278.113583292, 161278.113583292, 161246.113583292, 161246.113583292, 161278.113583292, 161278.113583292, 161278.113583292, 161310.113583292, 161310.113583292, 161278.113583292, 161278.113583292, 161310.113583292, 161310.113583292, 161342.113583292, 161342.113583292, 161374.113583292, 161374.113583292, 161342.113583292, 161342.113583292, 161374.113583292, 
161374.113583292, 161374.113583292, 161406.113583292, 161406.113583292, 161406.113583292, 161438.113583292, 161438.113583292, 161438.113583292, 161470.113583292, 161470.113583292, 161470.113583292, 161502.113583292, 161502.113583292, 161502.113583292, 161534.113583292, 161534.113583292, 161534.113583292, 161566.113583292, 161566.113583292, 161598.113583292, 161598.113583292, 161630.113583292, 161630.113583292, 161662.113583292, 161662.113583292, 161694.113583292, 161694.113583292, 161694.113583292, 
161726.113583292, 161726.113583292, 161726.113583292, 161758.113583292, 161758.113583292, 161758.113583292, 161790.113583292, 161790.113583292, 161790.113583292, 161822.113583292, 161822.113583292, 161822.113583292, 161854.113583292, 161854.113583292, 161854.113583292, 161886.113583292, 161886.113583292, 161886.113583292, 161918.113583292, 161918.113583292, 161886.113583292, 161886.113583292, 161854.113583292, 161854.113583292, 161822.113583292, 161822.113583292, 161758.113583292, 161758.113583292, 
161630.113583292, 161630.113583292, 161566.113583292, 161566.113583292, 161502.113583292, 161502.113583292, 161438.113583292, 161438.113583292, 161406.113583292, 161406.113583292, 161310.113583292, 161310.113583292, 161246.113583292, 161246.113583292, 161246.113583292, 169438.113583292, 169438.113583292))"
 565;1;1; 7;NA;"list(c(79981.591973471, 79981.591973471, 79949.591973471, 79949.591973471, 79917.591973471, 79885.591973471, 79885.591973471, 79853.591973471, 79821.591973471, 79821.591973471, 79789.591973471, 79757.591973471, 79757.591973471, 79725.591973471, 79725.591973471, 79693.591973471, 79661.591973471, 79661.591973471, 79629.591973471, 79629.591973471, 79597.591973471, 79565.591973471, 79565.591973471, 79533.591973471, 79533.591973471, 79501.591973471, 79469.591973471, 79469.591973471, 79437.591973471, 79405.591973471, 
79405.591973471, 79373.591973471, 79373.591973471, 80845.591973471, 80845.591973471, 80813.591973471, 80813.591973471, 80781.591973471, 80781.591973471, 80749.591973471, 80749.591973471, 80717.591973471, 80717.591973471, 80685.591973471, 80685.591973471, 80717.591973471, 80717.591973471, 80749.591973471, 80749.591973471, 80781.591973471, 80781.591973471, 80749.591973471, 80749.591973471, 80717.591973471, 80717.591973471, 80685.591973471, 80685.591973471, 80653.591973471, 80653.591973471, 80621.591973471, 
80621.591973471, 80589.591973471, 80589.591973471, 80557.591973471, 80557.591973471, 80525.591973471, 80525.591973471, 80493.591973471, 80493.591973471, 80461.591973471, 80461.591973471, 80429.591973471, 80429.591973471, 80397.591973471, 80397.591973471, 80365.591973471, 80365.591973471, 80333.591973471, 80333.591973471, 80301.591973471, 80301.591973471, 80269.591973471, 80269.591973471, 80237.591973471, 80237.591973471, 80205.591973471, 80205.591973471, 80173.591973471, 80173.591973471, 80141.591973471, 
80141.591973471, 80109.591973471, 80109.591973471, 80077.591973471, 80077.591973471, 80045.591973471, 80045.591973471, 80013.591973471, 80013.591973471, 79981.591973471, 229662.113583292, 229630.113583292, 229630.113583292, 229598.113583292, 229598.113583292, 229598.113583292, 229566.113583292, 229566.113583292, 229566.113583292, 229534.113583292, 229534.113583292, 229534.113583292, 229502.113583292, 229502.113583292, 229470.113583292, 229470.113583292, 229470.113583292, 229438.113583292, 229438.113583292, 
229406.113583292, 229406.113583292, 229406.113583292, 229374.113583292, 229374.113583292, 229342.113583292, 229342.113583292, 229342.113583292, 229310.113583292, 229310.113583292, 229310.113583292, 229278.113583292, 229278.113583292, 226782.113583292, 226782.113583292, 226846.113583292, 226846.113583292, 226878.113583292, 226878.113583292, 226910.113583292, 226910.113583292, 226974.113583292, 226974.113583292, 227198.113583292, 227198.113583292, 227710.113583292, 227710.113583292, 227870.113583292, 
227870.113583292, 228094.113583292, 228094.113583292, 228158.113583292, 228158.113583292, 228222.113583292, 228222.113583292, 228286.113583292, 228286.113583292, 228350.113583292, 228350.113583292, 228414.113583292, 228414.113583292, 228478.113583292, 228478.113583292, 228542.113583292, 228542.113583292, 228606.113583292, 228606.113583292, 228638.113583292, 228638.113583292, 228702.113583292, 228702.113583292, 228766.113583292, 228766.113583292, 228830.113583292, 228830.113583292, 228894.113583292, 
228894.113583292, 228958.113583292, 228958.113583292, 229022.113583292, 229022.113583292, 229086.113583292, 229086.113583292, 229150.113583292, 229150.113583292, 229214.113583292, 229214.113583292, 229246.113583292, 229246.113583292, 229310.113583292, 229310.113583292, 229374.113583292, 229374.113583292, 229438.113583292, 229438.113583292, 229502.113583292, 229502.113583292, 229566.113583292, 229566.113583292, 229662.113583292, 229662.113583292))"
 582;4;1; 6;NA;"list(list(c(169485.591973471, 169485.591973471, 169581.591973471, 169581.591973471, 169549.591973471, 169549.591973471, 169581.591973471, 169581.591973471, 169517.591973471, 169517.591973471, 169485.591973471, 161598.113583292, 161246.113583292, 161246.113583292, 161310.113583292, 161310.113583292, 161406.113583292, 161406.113583292, 161438.113583292, 161438.113583292, 161598.113583292, 161598.113583292)), list(c(169485.591973471, 169517.591973471, 169517.591973471, 169549.591973471, 169549.591973471, 
169581.591973471, 169581.591973471, 169613.591973471, 169613.591973471, 169581.591973471, 169581.591973471, 169549.591973471, 169517.591973471, 169517.591973471, 169485.591973471, 169485.591973471, 164670.113583292, 164670.113583292, 164638.113583292, 164638.113583292, 164606.113583292, 164606.113583292, 164542.113583292, 164542.113583292, 164190.113583292, 164190.113583292, 163998.113583292, 163998.113583292, 163998.113583292, 163806.113583292, 163806.113583292, 164670.113583292)), list(c(169485.591973471, 
177677.591973471, 177677.591973471, 177645.591973471, 177645.591973471, 177613.591973471, 177613.591973471, 177581.591973471, 177581.591973471, 177453.591973471, 177453.591973471, 177357.591973471, 177357.591973471, 177037.591973471, 177037.591973471, 176973.591973471, 176973.591973471, 176717.591973471, 176717.591973471, 176685.591973471, 176685.591973471, 176653.591973471, 176653.591973471, 176621.591973471, 176621.591973471, 176589.591973471, 176589.591973471, 176557.591973471, 176525.591973471, 
176525.591973471, 176493.591973471, 176493.591973471, 176461.591973471, 176461.591973471, 176429.591973471, 176429.591973471, 176397.591973471, 176397.591973471, 176365.591973471, 176333.591973471, 176333.591973471, 176301.591973471, 176301.591973471, 176237.591973471, 176237.591973471, 176173.591973471, 176173.591973471, 176109.591973471, 176109.591973471, 176077.591973471, 176077.591973471, 176141.591973471, 176141.591973471, 176173.591973471, 176173.591973471, 176141.591973471, 176141.591973471, 
176109.591973471, 176109.591973471, 176013.591973471, 176013.591973471, 175981.591973471, 175981.591973471, 175949.591973471, 175917.591973471, 175917.591973471, 175949.591973471, 175949.591973471, 175981.591973471, 175981.591973471, 176013.591973471, 176013.591973471, 175981.591973471, 175949.591973471, 175949.591973471, 175917.591973471, 175917.591973471, 175885.591973471, 175885.591973471, 175853.591973471, 175853.591973471, 175821.591973471, 175821.591973471, 175789.591973471, 175789.591973471, 
175629.591973471, 175629.591973471, 175597.591973471, 175597.591973471, 175565.591973471, 175565.591973471, 175533.591973471, 175533.591973471, 175501.591973471, 175501.591973471, 175469.591973471, 175469.591973471, 175437.591973471, 175437.591973471, 175341.591973471, 175341.591973471, 175309.591973471, 175309.591973471, 175277.591973471, 175277.591973471, 175245.591973471, 175245.591973471, 175213.591973471, 175213.591973471, 175181.591973471, 175181.591973471, 175149.591973471, 175149.591973471, 
175117.591973471, 175085.591973471, 175085.591973471, 175053.591973471, 175053.591973471, 175085.591973471, 175085.591973471, 175117.591973471, 175117.591973471, 175149.591973471, 175149.591973471, 175181.591973471, 175181.591973471, 175149.591973471, 175149.591973471, 175181.591973471, 175181.591973471, 175149.591973471, 175149.591973471, 175245.591973471, 175245.591973471, 175277.591973471, 175277.591973471, 175309.591973471, 175309.591973471, 175277.591973471, 175277.591973471, 175245.591973471, 
175245.591973471, 175213.591973471, 175181.591973471, 175181.591973471, 175149.591973471, 175149.591973471, 175117.591973471, 175117.591973471, 175085.591973471, 175085.591973471, 175053.591973471, 175021.591973471, 175021.591973471, 174989.591973471, 174989.591973471, 174957.591973471, 174957.591973471, 174925.591973471, 174925.591973471, 174893.591973471, 174893.591973471, 174861.591973471, 174861.591973471, 174829.591973471, 174829.591973471, 174797.591973471, 174765.591973471, 174765.591973471, 
174733.591973471, 174733.591973471, 174765.591973471, 174765.591973471, 174797.591973471, 174797.591973471, 174829.591973471, 174829.591973471, 174797.591973471, 174797.591973471, 174765.591973471, 174765.591973471, 174733.591973471, 174733.591973471, 174701.591973471, 174701.591973471, 174669.591973471, 174637.591973471, 174637.591973471, 174573.591973471, 174573.591973471, 174541.591973471, 174541.591973471, 174509.591973471, 174509.591973471, 174477.591973471, 174477.591973471, 174445.591973471, 
174445.591973471, 174413.591973471, 174413.591973471, 174381.591973471, 174381.591973471, 174349.591973471, 174349.591973471, 174317.591973471, 174317.591973471, 174285.591973471, 174285.591973471, 174253.591973471, 174253.591973471, 174221.591973471, 174221.591973471, 174189.591973471, 174189.591973471, 174221.591973471, 174221.591973471, 174253.591973471, 174253.591973471, 174285.591973471, 174285.591973471, 174253.591973471, 174253.591973471, 174221.591973471, 174221.591973471, 174189.591973471, 
174189.591973471, 174157.591973471, 174157.591973471, 174093.591973471, 174093.591973471, 174061.591973471, 174061.591973471, 174029.591973471, 174029.591973471, 173997.591973471, 173997.591973471, 173965.591973471, 173933.591973471, 173933.591973471, 173901.591973471, 173869.591973471, 173869.591973471, 173837.591973471, 173805.591973471, 173805.591973471, 173773.591973471, 173773.591973471, 173741.591973471, 173741.591973471, 173709.591973471, 173709.591973471, 173677.591973471, 173677.591973471, 
173645.591973471, 173645.591973471, 173613.591973471, 173613.591973471, 173581.591973471, 173581.591973471, 173549.591973471, 173549.591973471, 173485.591973471, 173485.591973471, 173453.591973471, 173453.591973471, 173421.591973471, 173325.591973471, 173325.591973471, 173293.591973471, 173293.591973471, 173261.591973471, 173261.591973471, 173229.591973471, 173229.591973471, 173165.591973471, 173165.591973471, 173037.591973471, 173037.591973471, 173005.591973471, 173005.591973471, 172973.591973471, 
172973.591973471, 172941.591973471, 172941.591973471, 173037.591973471, 173037.591973471, 173069.591973471, 173069.591973471, 173037.591973471, 172877.591973471, 172877.591973471, 172845.591973471, 172845.591973471, 172781.591973471, 172781.591973471, 172749.591973471, 172749.591973471, 172717.591973471, 172717.591973471, 172685.591973471, 172685.591973471, 172653.591973471, 172589.591973471, 172589.591973471, 172461.591973471, 172461.591973471, 172429.591973471, 172429.591973471, 172461.591973471, 
172461.591973471, 172493.591973471, 172493.591973471, 172461.591973471, 172461.591973471, 172429.591973471, 172429.591973471, 172397.591973471, 172397.591973471, 172365.591973471, 172365.591973471, 172333.591973471, 172333.591973471, 172301.591973471, 172301.591973471, 172269.591973471, 172173.591973471, 172173.591973471, 172077.591973471, 172077.591973471, 172045.591973471, 172045.591973471, 171981.591973471, 171981.591973471, 171917.591973471, 171917.591973471, 171885.591973471, 171853.591973471, 
171853.591973471, 171821.591973471, 171821.591973471, 171789.591973471, 171789.591973471, 171757.591973471, 171757.591973471, 171725.591973471, 171725.591973471, 171693.591973471, 171693.591973471, 171661.591973471, 171661.591973471, 171629.591973471, 171629.591973471, 171597.591973471, 171597.591973471, 171565.591973471, 171565.591973471, 171533.591973471, 171533.591973471, 171565.591973471, 171565.591973471, 171533.591973471, 171533.591973471, 171405.591973471, 171405.591973471, 171341.591973471, 
171341.591973471, 171309.591973471, 171309.591973471, 171277.591973471, 171277.591973471, 171245.591973471, 171245.591973471, 171181.591973471, 171181.591973471, 171149.591973471, 171085.591973471, 171085.591973471, 171053.591973471, 171053.591973471, 170925.591973471, 170925.591973471, 170861.591973471, 170861.591973471, 170829.591973471, 170829.591973471, 170765.591973471, 170765.591973471, 170445.591973471, 170445.591973471, 170413.591973471, 170413.591973471, 170349.591973471, 170349.591973471, 
170317.591973471, 170317.591973471, 170285.591973471, 170285.591973471, 170253.591973471, 170253.591973471, 170189.591973471, 170189.591973471, 170125.591973471, 170125.591973471, 170093.591973471, 170093.591973471, 170061.591973471, 170061.591973471, 170029.591973471, 170029.591973471, 169965.591973471, 169965.591973471, 169901.591973471, 169901.591973471, 169837.591973471, 169837.591973471, 169805.591973471, 169805.591973471, 169773.591973471, 169773.591973471, 169581.591973471, 169581.591973471, 
169485.591973471, 169485.591973471, 169438.113583292, 169438.113583292, 165918.113583292, 165918.113583292, 165950.113583292, 165950.113583292, 166046.113583292, 166046.113583292, 166302.113583292, 166302.113583292, 166334.113583292, 166334.113583292, 166302.113583292, 166302.113583292, 166334.113583292, 166334.113583292, 166366.113583292, 166366.113583292, 166334.113583292, 166334.113583292, 166302.113583292, 166302.113583292, 166270.113583292, 166270.113583292, 166206.113583292, 166206.113583292, 
166174.113583292, 166174.113583292, 166174.113583292, 166142.113583292, 166142.113583292, 166110.113583292, 166110.113583292, 166078.113583292, 166078.113583292, 166046.113583292, 166046.113583292, 166014.113583292, 166014.113583292, 166014.113583292, 165982.113583292, 165982.113583292, 166046.113583292, 166046.113583292, 166014.113583292, 166014.113583292, 166046.113583292, 166046.113583292, 165950.113583292, 165950.113583292, 165886.113583292, 165886.113583292, 165854.113583292, 165854.113583292, 
165822.113583292, 165822.113583292, 165790.113583292, 165790.113583292, 165822.113583292, 165822.113583292, 165854.113583292, 165854.113583292, 165822.113583292, 165822.113583292, 165822.113583292, 165790.113583292, 165790.113583292, 165726.113583292, 165726.113583292, 165694.113583292, 165694.113583292, 165662.113583292, 165662.113583292, 165662.113583292, 165630.113583292, 165630.113583292, 165598.113583292, 165598.113583292, 165630.113583292, 165630.113583292, 165662.113583292, 165662.113583292, 
165694.113583292, 165694.113583292, 165758.113583292, 165758.113583292, 165726.113583292, 165726.113583292, 165758.113583292, 165758.113583292, 165790.113583292, 165790.113583292, 165822.113583292, 165822.113583292, 165886.113583292, 165886.113583292, 165854.113583292, 165854.113583292, 165886.113583292, 165886.113583292, 165854.113583292, 165854.113583292, 165822.113583292, 165822.113583292, 165790.113583292, 165790.113583292, 165854.113583292, 165854.113583292, 165886.113583292, 165886.113583292, 
165854.113583292, 165854.113583292, 165758.113583292, 165758.113583292, 165758.113583292, 165726.113583292, 165726.113583292, 165662.113583292, 165662.113583292, 165630.113583292, 165630.113583292, 165598.113583292, 165598.113583292, 165566.113583292, 165566.113583292, 165502.113583292, 165502.113583292, 165470.113583292, 165470.113583292, 165438.113583292, 165438.113583292, 165406.113583292, 165406.113583292, 165374.113583292, 165374.113583292, 165342.113583292, 165342.113583292, 165310.113583292, 
165310.113583292, 165278.113583292, 165278.113583292, 165246.113583292, 165246.113583292, 165246.113583292, 165214.113583292, 165214.113583292, 165182.113583292, 165182.113583292, 165150.113583292, 165150.113583292, 165086.113583292, 165086.113583292, 165086.113583292, 165054.113583292, 165054.113583292, 165022.113583292, 165022.113583292, 164990.113583292, 164990.113583292, 164958.113583292, 164958.113583292, 164926.113583292, 164926.113583292, 164894.113583292, 164894.113583292, 164862.113583292, 
164862.113583292, 164862.113583292, 164830.113583292, 164830.113583292, 164798.113583292, 164798.113583292, 164734.113583292, 164734.113583292, 164702.113583292, 164702.113583292, 164638.113583292, 164638.113583292, 164606.113583292, 164606.113583292, 164574.113583292, 164574.113583292, 164510.113583292, 164510.113583292, 164478.113583292, 164478.113583292, 164478.113583292, 164446.113583292, 164446.113583292, 164478.113583292, 164478.113583292, 164414.113583292, 164414.113583292, 164382.113583292, 
164382.113583292, 164350.113583292, 164350.113583292, 164382.113583292, 164382.113583292, 164414.113583292, 164414.113583292, 164446.113583292, 164446.113583292, 164478.113583292, 164478.113583292, 164510.113583292, 164510.113583292, 164574.113583292, 164574.113583292, 164670.113583292, 164670.113583292, 164734.113583292, 164734.113583292, 164830.113583292, 164830.113583292, 164862.113583292, 164862.113583292, 164894.113583292, 164894.113583292, 164926.113583292, 164926.113583292, 164990.113583292, 
164990.113583292, 165054.113583292, 165054.113583292, 165086.113583292, 165086.113583292, 165118.113583292, 165118.113583292, 165086.113583292, 165086.113583292, 164958.113583292, 164958.113583292, 164862.113583292, 164862.113583292, 164830.113583292, 164830.113583292, 164830.113583292, 164798.113583292, 164798.113583292, 164798.113583292, 164766.113583292, 164766.113583292, 164766.113583292, 164734.113583292, 164734.113583292, 164702.113583292, 164702.113583292, 164670.113583292, 164670.113583292, 
164638.113583292, 164638.113583292, 164606.113583292, 164606.113583292, 164574.113583292, 164574.113583292, 164542.113583292, 164542.113583292, 164510.113583292, 164510.113583292, 164542.113583292, 164542.113583292, 164510.113583292, 164510.113583292, 164478.113583292, 164478.113583292, 164478.113583292, 164446.113583292, 164446.113583292, 164414.113583292, 164414.113583292, 164382.113583292, 164382.113583292, 164414.113583292, 164414.113583292, 164446.113583292, 164446.113583292, 164478.113583292, 
164478.113583292, 164510.113583292, 164510.113583292, 164478.113583292, 164478.113583292, 164414.113583292, 164414.113583292, 164382.113583292, 164382.113583292, 164318.113583292, 164318.113583292, 164318.113583292, 164286.113583292, 164286.113583292, 164254.113583292, 164254.113583292, 164574.113583292, 164574.113583292, 164638.113583292, 164638.113583292, 164606.113583292, 164606.113583292, 164574.113583292, 164574.113583292, 164574.113583292, 164542.113583292, 164542.113583292, 164606.113583292, 
164606.113583292, 164670.113583292, 164670.113583292, 164734.113583292, 164734.113583292, 164766.113583292, 164766.113583292, 164830.113583292, 164830.113583292, 164894.113583292, 164894.113583292, 164926.113583292, 164926.113583292, 164958.113583292, 164958.113583292, 164926.113583292, 164926.113583292, 164766.113583292, 164766.113583292, 164766.113583292, 164798.113583292, 164798.113583292, 164862.113583292, 164862.113583292, 164830.113583292, 164830.113583292, 164862.113583292, 164862.113583292, 
164830.113583292, 164830.113583292, 164830.113583292, 164798.113583292, 164798.113583292, 164766.113583292, 164766.113583292, 164798.113583292, 164798.113583292, 164830.113583292, 164830.113583292, 164862.113583292, 164862.113583292, 164894.113583292, 164894.113583292, 164958.113583292, 164958.113583292, 164990.113583292, 164990.113583292, 165022.113583292, 165022.113583292, 165054.113583292, 165054.113583292, 164894.113583292, 164894.113583292, 164798.113583292, 164798.113583292, 164670.113583292, 
164670.113583292, 164702.113583292, 164702.113583292, 164798.113583292, 164798.113583292, 164766.113583292, 164766.113583292, 164734.113583292, 164734.113583292, 164766.113583292, 164766.113583292, 164734.113583292, 164734.113583292, 164734.113583292, 164702.113583292, 164702.113583292, 164670.113583292, 164670.113583292, 164702.113583292, 164702.113583292, 164734.113583292, 164734.113583292, 164766.113583292, 164766.113583292, 164798.113583292, 164798.113583292, 164830.113583292, 164830.113583292, 
164862.113583292, 164862.113583292, 164894.113583292, 164894.113583292, 164926.113583292, 164926.113583292, 164958.113583292, 164958.113583292, 164990.113583292, 164990.113583292, 165022.113583292, 165022.113583292, 165054.113583292, 165054.113583292, 165086.113583292, 165086.113583292, 165118.113583292, 165118.113583292, 165150.113583292, 165150.113583292, 165182.113583292, 165182.113583292, 165150.113583292, 165150.113583292, 165214.113583292, 165214.113583292, 165278.113583292, 165278.113583292, 
165310.113583292, 165310.113583292, 165342.113583292, 165342.113583292, 169438.113583292)))"
 601;4;1; 3; 3;list(c(103949.591973471, 103949.591973471, 112141.591973471, 112141.591973471, 103949.591973471, 185822.113583292, 177630.113583292, 177630.113583292, 185822.113583292, 185822.113583292))
 630;1;1; 7; 7;list(c(210445.591973471, 210445.591973471, 218637.591973471, 218637.591973471, 210445.591973471, 210398.113583292, 202206.113583292, 202206.113583292, 210398.113583292, 210398.113583292))
 630;3;1; 8;NA;list(c(210445.591973471, 210445.591973471, 218637.591973471, 218637.591973471, 210445.591973471, 210398.113583292, 202206.113583292, 202206.113583292, 210398.113583292, 210398.113583292))
