unieknr	polygon_id	description_orig	description	phab	certain	type	groupnr	typegroup_name	rasterid	opp	geselecteerd_basis	geselecteerd_reserve	source
32748	516270_v2018	80% gh; 20% rbbmr	80% gh; 20% rbbmr	20	1	rbbmr	2	types van nat milieu	694	490	0	1	habitatmap_stdized
32755	516285_v2018	50% rbbmr; 50% gh	50% rbbmr; 50% gh	50	1	rbbmr	2	types van nat milieu	694	2756	0	1	habitatmap_stdized
32756	516286_v2018	98% 3150; 2% rbbmr	98% 3150; 2% rbbmr	2	1	rbbmr	2	types van nat milieu	694	12026	0	1	habitatmap_stdized
32791	517491_v2018	100% 3150_rbbmr	100% 3150_rbbmr	100	0	rbbmr	2	types van nat milieu	694	373	0	1	habitatmap_stdized
32792	517493_v2018	70% 3150; 30% 3150_rbbmr	70% 3150; 30% 3150_rbbmr	30	0	rbbmr	2	types van nat milieu	694	2992	0	1	habitatmap_stdized
32793	517494_v2018	70% 3150; 30% 3150_rbbmr	70% 3150; 30% 3150_rbbmr	30	0	rbbmr	2	types van nat milieu	694	2213	0	1	habitatmap_stdized
32794	518722_v2018	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	694	3534	0	1	habitatmap_stdized
32799	518762_v2018	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	694	371	0	1	habitatmap_stdized
32803	518776_v2018	30% rbbmr; 60% gh; 10% rbbsf	30% rbbmr; 60% gh; 10% rbbsf	30	1	rbbmr	2	types van nat milieu	694	1190	0	1	habitatmap_stdized
32810	552592_v2018	100% 3150_rbbmr	100% 3150_rbbmr	100	0	rbbmr	2	types van nat milieu	694	3124	0	1	habitatmap_stdized
32835	571685_v2018	35% 3140; 30% 3150; 15% 3130_na; 10% 3130_aom; 10% 3150_rbbmr	35% 3140; 30% 3150; 15% 3130_na; 10% 3130_aom; 10% 3150_rbbmr	10	0	rbbmr	2	types van nat milieu	694	2165	0	1	habitatmap_stdized
32836	571686_v2018	100% 3150_rbbmr	100% 3150_rbbmr	100	0	rbbmr	2	types van nat milieu	694	2003	0	1	habitatmap_stdized
32838	571690_v2018	50% rbbmr; 50% 3150_rbbmr	50% rbbmr; 50% 3150_rbbmr	50	0	rbbmr	2	types van nat milieu	694	2495	0	1	habitatmap_stdized
32846	581260_v2018	70% 6230_ha; 30% rbbmr	70% 6230_ha; 30% rbbmr	30	1	rbbmr	2	types van nat milieu	694	1976	0	1	habitatmap_stdized
32880	600048_v2018	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	694	1361	0	1	habitatmap_stdized
32890	609574_v2018	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	694	600	0	1	habitatmap_stdized
32892	609732_v2018	80% 3130_na; 20% 3130_rbbmr	80% 3130_na; 20% 3130_rbbmr	20	0	rbbmr	2	types van nat milieu	694	3731	0	1	habitatmap_stdized
32676	516034_v2018	70% rbbmr; 30% rbbms	70% rbbmr; 30% rbbms	30	1	rbbms	2	types van nat milieu	694	2782	0	1	habitatmap_stdized
34725	306059_v2016	60% gh; 40% rbbmr	60% gh; 40% rbbmr	40	1	rbbmr	2	types van nat milieu	722	565	0	1	habitatmap_stdized
34461	314861_v2016	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	722	2718	0	1	habitatmap_stdized
34741	330863_v2016	50% rbbmr; 50% gh	50% rbbmr; 50% gh	50	1	rbbmr	2	types van nat milieu	722	368	0	1	habitatmap_stdized
34673	301874_v2016	70% 3130_aom; 20% rbbmr; 10% rbbms	70% 3130_aom; 20% rbbmr; 10% rbbms	10	1	rbbms	2	types van nat milieu	722	8675	0	1	habitatmap_stdized
34924	302983_v2016	50% 3130_aom; 30% rbbmr; 20% rbbms	50% 3130_aom; 30% rbbmr; 20% rbbms	20	1	rbbms	2	types van nat milieu	722	10605	0	1	habitatmap_stdized
34756	304306_v2016	100% rbbms; 0% 7140_meso	100% rbbms; 0% 7140_meso	100	1	rbbms	2	types van nat milieu	722	1948	0	1	habitatmap_stdized
34410	317142_v2016	70% rbbms; 30% 7140_meso	70% rbbms; 30% 7140_meso	70	1	rbbms	2	types van nat milieu	722	7598	1	1	habitatmap_stdized
33880	462777_v2018	40% rbbso; 40% 91E0_vm; 20% rbbms	40% rbbso; 40% 91E0_vm; 20% rbbms	20	1	rbbms	2	types van nat milieu	722	3762	0	1	habitatmap_stdized
42012	507236_v2018	99% 6410_mo; 1% 7140_meso	99% 6410_mo; 1% 7140_meso	99	1	6410_mo	3	types van matig nat milieu	742	2819	0	1	habitatmap_stdized
42023	507353_v2018	45% 6510_hu; 40% rbbhc; 15% 6410_mo	45% 6510_hu; 40% rbbhc; 15% 6410_mo	15	1	6410_mo	3	types van matig nat milieu	742	2066	0	1	habitatmap_stdized
41971	502659_v2018	80% gh; 20% rbbhc	80% gh; 20% rbbhc	20	1	rbbhc	3	types van matig nat milieu	742	9975	0	1	habitatmap_stdized
41980	505875_v2018	50% gh; 50% rbbhc	50% gh; 50% rbbhc	50	1	rbbhc	3	types van matig nat milieu	742	4337	0	1	habitatmap_stdized
41981	505890_v2018	60% gh; 30% rbbhc; 10% 6230_hn	60% gh; 30% rbbhc; 10% 6230_hn	30	1	rbbhc	3	types van matig nat milieu	742	2148	0	1	habitatmap_stdized
41987	505916_v2018	80% gh; 20% rbbhc	80% gh; 20% rbbhc	20	1	rbbhc	3	types van matig nat milieu	742	13240	0	1	habitatmap_stdized
41989	505919_v2018	60% rbbhc; 40% gh	60% rbbhc; 40% gh	60	1	rbbhc	3	types van matig nat milieu	742	7953	0	1	habitatmap_stdized
41990	506068_v2018	60% gh; 40% rbbhc; 0% rbbms	60% gh; 40% rbbhc; 0% rbbms	40	1	rbbhc	3	types van matig nat milieu	742	11360	0	1	habitatmap_stdized
41993	506121_v2018	75% gh; 15% rbbms; 10% rbbhc; 0% gh	75% gh; 15% rbbms; 10% rbbhc; 0% gh	10	1	rbbhc	3	types van matig nat milieu	742	35325	1	1	habitatmap_stdized
41996	506329_v2018	70% gh; 30% rbbhc	70% gh; 30% rbbhc	30	1	rbbhc	3	types van matig nat milieu	742	10049	0	1	habitatmap_stdized
42011	507233_v2018	95% gh; 5% rbbhc	95% gh; 5% rbbhc	5	1	rbbhc	3	types van matig nat milieu	742	8637	0	1	habitatmap_stdized
42015	507241_v2018	60% rbbhc; 40% 6230_hmo	60% rbbhc; 40% 6230_hmo	60	1	rbbhc	3	types van matig nat milieu	742	5178	0	1	habitatmap_stdized
42064	508917_v2018	40% 6230_ha; 40% gh; 20% rbbhc	40% 6230_ha; 40% gh; 20% rbbhc	20	1	rbbhc	3	types van matig nat milieu	742	3651	0	1	habitatmap_stdized
42146	516423_v2018	100% rbbhc	100% rbbhc	100	1	rbbhc	3	types van matig nat milieu	742	2904	0	1	habitatmap_stdized
42167	516484_v2018	60% gh; 30% rbbhc; 10% rbbha	60% gh; 30% rbbhc; 10% rbbha	30	1	rbbhc	3	types van matig nat milieu	742	631	0	1	habitatmap_stdized
42234	527831_v2018	70% gh; 30% rbbhc; 0% 6230_hmo	70% gh; 30% rbbhc; 0% 6230_hmo	30	1	rbbhc	3	types van matig nat milieu	742	11286	0	1	habitatmap_stdized
42251	559273_v2018	70% gh; 30% rbbhc	70% gh; 30% rbbhc	30	1	rbbhc	3	types van matig nat milieu	742	3487	0	1	habitatmap_stdized
42263	562328_v2018	60% 6230_ha; 20% 6230_hmo; 20% rbbhc	60% 6230_ha; 20% 6230_hmo; 20% rbbhc	20	1	rbbhc	3	types van matig nat milieu	742	8779	0	1	habitatmap_stdized
41995	506151_v2018	90% gh; 10% rbbhf	90% gh; 10% rbbhf	10	1	rbbhf	3	types van matig nat milieu	742	11854	0	1	habitatmap_stdized
42183	517351_v2018	70% gh; 30% rbbhf	70% gh; 30% rbbhf	30	1	rbbhf	3	types van matig nat milieu	742	4488	0	1	habitatmap_stdized
41974	503840_v2018	50% rbbhf; 50% gh	50% rbbhfl; 50% gh	50	1	rbbhfl	3	types van matig nat milieu	742	5024	0	1	habitatmap_stdized + interpretation
42131	516354_v2018	40% rbbmr; 40% gh; 20% rbbhf	40% rbbmr; 40% gh; 20% rbbhfl	20	1	rbbhfl	3	types van matig nat milieu	742	991	0	1	habitatmap_stdized + interpretation
42160	516469_v2018	80% gh; 20% rbbhf	80% gh; 20% rbbhfl	20	1	rbbhfl	3	types van matig nat milieu	742	1622	0	1	habitatmap_stdized + interpretation
42166	516481_v2018	90% gh; 10% rbbhf	90% gh; 10% rbbhfl	10	1	rbbhfl	3	types van matig nat milieu	742	965	0	1	habitatmap_stdized + interpretation
42032	507759_v2018	70% gh; 30% rbbsf	70% gh; 30% rbbsf	30	1	rbbsf	3	types van matig nat milieu	742	817	0	1	habitatmap_stdized
42048	508316_v2018	100% rbbsf	100% rbbsf	100	1	rbbsf	3	types van matig nat milieu	742	2289	0	1	habitatmap_stdized
42137	516394_v2018	100% rbbsf	100% rbbsf	100	1	rbbsf	3	types van matig nat milieu	742	1074	0	1	habitatmap_stdized
42140	516401_v2018	100% rbbsf	100% rbbsf	100	1	rbbsf	3	types van matig nat milieu	742	5039	0	1	habitatmap_stdized
42141	516402_v2018	80% gh; 20% rbbsf	80% gh; 20% rbbsf	20	1	rbbsf	3	types van matig nat milieu	742	1653	0	1	habitatmap_stdized
42148	516429_v2018	70% gh; 30% rbbsf	70% gh; 30% rbbsf	30	1	rbbsf	3	types van matig nat milieu	742	3854	0	1	habitatmap_stdized
42156	516453_v2018	90% gh; 10% rbbsf	90% gh; 10% rbbsf	10	1	rbbsf	3	types van matig nat milieu	742	2513	0	1	habitatmap_stdized
42175	517331_v2018	100% rbbsf	100% rbbsf	100	1	rbbsf	3	types van matig nat milieu	742	2584	0	1	habitatmap_stdized
42180	517347_v2018	100% rbbsf	100% rbbsf	100	1	rbbsf	3	types van matig nat milieu	742	1085	0	1	habitatmap_stdized
42230	518782_v2018	80% rbbsf; 20% rbbmr	80% rbbsf; 20% rbbmr	80	1	rbbsf	3	types van matig nat milieu	742	658	0	1	habitatmap_stdized
42232	518784_v2018	70% gh; 30% rbbsf	70% gh; 30% rbbsf	30	1	rbbsf	3	types van matig nat milieu	742	311	0	1	habitatmap_stdized
42258	560684_v2018	80% gh; 20% rbbsf	80% gh; 20% rbbsf	20	1	rbbsf	3	types van matig nat milieu	742	3928	0	1	habitatmap_stdized
42277	581378_v2018	50% rbbsf; 50% gh	50% rbbsf; 50% gh	50	1	rbbsf	3	types van matig nat milieu	742	5404	0	1	habitatmap_stdized
42290	609580_v2018	100% rbbsf	100% rbbsf	100	1	rbbsf	3	types van matig nat milieu	742	3013	0	1	habitatmap_stdized
42583	636382_v2014	100% rbbsf	100% rbbsf	100	1	rbbsf	3	types van matig nat milieu	742	15283	0	1	habitatmap_stdized
42261	561524_v2018	60% gh; 20% 91E0_vo; 20% rbbsm	60% gh; 20% 91E0_vo; 20% rbbsm	20	1	rbbsm	3	types van matig nat milieu	742	49506	0	1	habitatmap_stdized
42582	643815_v2014	70% rbbsf; 30% rbbsm	70% rbbsf; 30% rbbsm	30	1	rbbsm	3	types van matig nat milieu	742	8973	0	1	habitatmap_stdized
42044	508252_v2018	95% gh; 5% rbbso	95% gh; 5% rbbso	5	1	rbbso	3	types van matig nat milieu	742	11159	0	1	habitatmap_stdized
42176	517332_v2018	100% rbbso	100% rbbso	100	1	rbbso	3	types van matig nat milieu	742	931	0	1	habitatmap_stdized
42288	599877_v2018	100% rbbso	100% rbbso	100	1	rbbso	3	types van matig nat milieu	742	239	0	1	habitatmap_stdized
20250	614894_v2014	70% gh; 20% 91E0; 10% rbbmr; 0% rbbsf	70% gh; 20% 91E0; 10% rbbmr; 0% rbbsf	10	1	rbbmr	2	types van nat milieu	745	120991	1	1	habitatmap_stdized
11648	104062_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	777	6014	0	1	habitatmap_stdized
11644	111369_v2014	90% rbbah; 10% 6430_mr,rbbmr	90% rbbah; 10% 6430_mr,rbbmr	10	0	rbbmr	2	types van nat milieu	777	4785	0	1	habitatmap_stdized
11646	111434_v2014	90% rbbah; 10% 6430_mr,rbbmr	90% rbbah; 10% 6430_mr,rbbmr	10	0	rbbmr	2	types van nat milieu	777	13546	0	1	habitatmap_stdized
11713	439139_v2016	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	777	19112	0	1	habitatmap_stdized
11721	444846_v2016	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	777	7804	1	1	habitatmap_stdized
11617	450878_v2018	90% gh; 10% 6430_mr,rbbmr	90% gh; 10% 6430_mr,rbbmr	10	0	rbbmr	2	types van nat milieu	777	11551	0	1	habitatmap_stdized
11632	561116_v2018	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	777	7530	0	1	habitatmap_stdized
11751	647853_v2014	60% rbbsp; 20% 6430,rbbhf; 20% 6430_mr,rbbmr	60% rbbsp; 20% 6430_hf,rbbhf; 20% 6430_mr,rbbmr	20	0	rbbmr	2	types van nat milieu	777	3478	0	1	habitatmap_stdized + interpretation
49808	634013_v2014	100% 9160	100% 9160	100	1	9160	4	types van vochtig milieu	818	2594	0	1	habitatmap_stdized
49827	634094_v2014	100% 9160	100% 9160	100	1	9160	4	types van vochtig milieu	818	1720	0	1	habitatmap_stdized
50052	643307_v2014	100% 9160	100% 9160	100	1	9160	4	types van vochtig milieu	818	7340	0	1	habitatmap_stdized
50559	646770_v2014	70% 9160; 30% 91E0,9160	70% 9160; 30% 91E0,9160	30	0	9160	4	types van vochtig milieu	818	21809	1	1	habitatmap_stdized
50632	652543_v2014	70% 91E0_vc; 30% 9160	70% 91E0_vc; 30% 9160	30	1	9160	4	types van vochtig milieu	818	2402	0	1	habitatmap_stdized
50036	604131_v2014	70% gh; 30% 91E0_va	70% gh; 30% 91E0_va	30	1	91E0_va	4	types van vochtig milieu	818	827	0	1	habitatmap_stdized
36873	545101_v2018	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	857	9325	0	1	habitatmap_stdized
37244	628087_v2014	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	857	7634	0	1	habitatmap_stdized
37243	628088_v2014	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	857	29641	1	1	habitatmap_stdized
37277	642441_v2014	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	857	4594	0	1	habitatmap_stdized
37263	649057_v2014	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	857	3193	0	1	habitatmap_stdized
37087	654254_v2014	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	857	11885	0	1	habitatmap_stdized
36871	530089_v2018	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	857	1467	0	1	habitatmap_stdized
36872	530090_v2018	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	857	9707	0	1	habitatmap_stdized
36874	545489_v2018	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	857	18953	0	1	habitatmap_stdized
37253	643137_v2014	70% 91E0_va; 30% 91E0_vn	70% 91E0_va; 30% 91E0_vn	70	1	91E0_va	4	types van vochtig milieu	857	28785	0	1	habitatmap_stdized
37292	643467_v2014	70% 91E0_va; 30% 91E0_vn	70% 91E0_va; 30% 91E0_vn	70	1	91E0_va	4	types van vochtig milieu	857	7955	0	1	habitatmap_stdized
36906	643672_v2014	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	857	30435	0	1	habitatmap_stdized
37151	645506_v2014	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	857	2461	0	1	habitatmap_stdized
37250	651601_v2014	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	857	7895	0	1	habitatmap_stdized
36903	651810_v2014	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	857	2700	0	1	habitatmap_stdized
36904	651882_v2014	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	857	7979	0	1	habitatmap_stdized
37252	652876_v2014	70% 91E0_vn; 30% 91E0_va	70% 91E0_vn; 30% 91E0_va	30	1	91E0_va	4	types van vochtig milieu	857	10303	0	1	habitatmap_stdized
37267	667363_v2014	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	857	8986	0	1	habitatmap_stdized
39713	619849_v2014	70% 91E0_va; 30% 91E0_vn	70% 91E0_va; 30% 91E0_vn	30	1	91E0_vn	3	types van matig nat milieu	902	99002	1	1	habitatmap_stdized
39720	621427_v2014	100% 91E0_vn	100% 91E0_vn	100	1	91E0_vn	3	types van matig nat milieu	902	10768	0	1	habitatmap_stdized
39737	630119_v2014	70% 91E0,9160; 30% 91E0_vn	70% 91E0,9160; 30% 91E0_vn	30	1	91E0_vn	3	types van matig nat milieu	902	40122	0	1	habitatmap_stdized
39717	630205_v2014	70% 91E0_va; 30% 91E0_vn	70% 91E0_va; 30% 91E0_vn	30	1	91E0_vn	3	types van matig nat milieu	902	84059	0	1	habitatmap_stdized
39681	653180_v2014	100% 91E0_vn	100% 91E0_vn	100	1	91E0_vn	3	types van matig nat milieu	902	4452	0	1	habitatmap_stdized
39733	619830_v2014	100% rbbhc	100% rbbhc	100	1	rbbhc	3	types van matig nat milieu	902	2942	0	1	habitatmap_stdized
39718	627400_v2014	70% gh; 20% 91E0; 10% rbbsf	70% gh; 20% 91E0; 10% rbbsf	10	1	rbbsf	3	types van matig nat milieu	902	515682	0	1	habitatmap_stdized
59135	526694_v2018	50% 9130_end; 50% gh	50% 9130_end; 50% gh	50	1	9130_end	4	types van vochtig milieu	953	10219	0	1	habitatmap_stdized
59146	529102_v2018	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	953	1936	0	1	habitatmap_stdized
59151	529788_v2018	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	953	14834	0	1	habitatmap_stdized
59165	530124_v2018	90% 91E0_va; 10% 91E0_vc; 0% 9130_end	90% 91E0_va; 10% 91E0_vc; 0% 9130_end	0	1	9130_end	4	types van vochtig milieu	953	9988	0	1	habitatmap_stdized
59166	530125_v2018	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	953	1113	0	1	habitatmap_stdized
59177	531299_v2018	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	953	6878	0	1	habitatmap_stdized
59180	531302_v2018	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	953	9611	0	1	habitatmap_stdized
59203	534523_v2018	90% 9130_end; 10% 91E0_vc	90% 9130_end; 10% 91E0_vc	90	1	9130_end	4	types van vochtig milieu	953	6641	1	1	habitatmap_stdized
59251	580963_v2018	100% 9130_end	100% 9130_end	100	1	9130_end	4	types van vochtig milieu	953	10597	0	1	habitatmap_stdized
59167	530143_v2018	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	953	10912	0	1	habitatmap_stdized
59178	531300_v2018	90% 91E0_va; 10% 91E0_vc	90% 91E0_va; 10% 91E0_vc	90	1	91E0_va	4	types van vochtig milieu	953	11514	0	1	habitatmap_stdized
59317	637195_v2014	100% 91E0_va	100% 91E0_va	100	1	91E0_va	4	types van vochtig milieu	953	3458	0	1	habitatmap_stdized
3465	104243_v2014	50% gh; 50% rbbmr	50% gh; 50% rbbmr	50	1	rbbmr	2	types van nat milieu	957	3265	0	1	habitatmap_stdized
3420	109290_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	957	4809	0	1	habitatmap_stdized
3441	111425_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	957	2452	0	1	habitatmap_stdized
3439	115387_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	957	1992	0	1	habitatmap_stdized
3440	115718_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	957	564	0	1	habitatmap_stdized
3387	591481_v2014	70% gh; 30% rbbmr	70% gh; 30% rbbmr	30	1	rbbmr	2	types van nat milieu	957	14805	0	1	habitatmap_stdized
3472	613580_v2014	80% gh; 20% rbbmr	80% gh; 20% rbbmr	20	1	rbbmr	2	types van nat milieu	957	21002	0	1	habitatmap_stdized
3399	625569_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	957	88091	0	1	habitatmap_stdized
3389	625683_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	957	10079	0	1	habitatmap_stdized
3455	625727_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	957	4038	0	1	habitatmap_stdized
3471	627555_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	957	10939	1	1	habitatmap_stdized
3422	631278_v2014	100% rbbmr	100% rbbmr	100	1	rbbmr	2	types van nat milieu	957	9367	0	1	habitatmap_stdized
41755	658261_v2014	90% gh; 10% rbbmr	90% gh; 10% rbbmr	10	1	rbbmr	2	types van nat milieu	998	27229	1	1	habitatmap_stdized
