unieknr	polygon_id	description_orig	description	source.x	phab	certain	type	source.y	groupnr	typegroup_name	rasterid	opp	geselecteerd_basis	geselecteerd_reserve
34673	301874_v2016	70% 3130_aom; 20% rbbmr; 10% rbbms	70% 3130_aom; 20% rbbmr; 10% rbbms	habitatmap_stdized	10	1	rbbms	habitatmap_stdized	2	types van nat milieu	722	8675	0	1
34924	302983_v2016	50% 3130_aom; 30% rbbmr; 20% rbbms	50% 3130_aom; 30% rbbmr; 20% rbbms	habitatmap_stdized	20	1	rbbms	habitatmap_stdized	2	types van nat milieu	722	10605	0	1
34756	304306_v2016	100% rbbms; 0% 7140_meso	100% rbbms; 0% 7140_meso	habitatmap_stdized	100	1	rbbms	habitatmap_stdized	2	types van nat milieu	722	1948	0	1
34410	317142_v2016	70% rbbms; 30% 7140_meso	70% rbbms; 30% 7140_meso	habitatmap_stdized	70	1	rbbms	habitatmap_stdized	2	types van nat milieu	722	7598	1	1
33880	462777_v2018	40% rbbso; 40% 91E0_vm; 20% rbbms	40% rbbso; 40% 91E0_vm; 20% rbbms	habitatmap_stdized	20	1	rbbms	habitatmap_stdized	2	types van nat milieu	722	3762	0	1
20250	614894_v2014	70% gh; 20% 91E0; 10% rbbmr; 0% rbbsf	70% gh; 20% 91E0; 10% rbbmr; 0% rbbsf	habitatmap_stdized	10	1	rbbmr	habitatmap_stdized	2	types van nat milieu	745	120991	1	1
11648	104062_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	777	6014	0	1
11644	111369_v2014	90% rbbah; 10% 6430_mr,rbbmr	90% rbbah; 10% 6430_mr,rbbmr	habitatmap_stdized	10	0	rbbmr	habitatmap_stdized	2	types van nat milieu	777	4785	0	1
11646	111434_v2014	90% rbbah; 10% 6430_mr,rbbmr	90% rbbah; 10% 6430_mr,rbbmr	habitatmap_stdized	10	0	rbbmr	habitatmap_stdized	2	types van nat milieu	777	13546	0	1
11713	439139_v2016	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	777	19112	0	1
11721	444846_v2016	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	777	7804	1	1
11617	450878_v2018	90% gh; 10% 6430_mr,rbbmr	90% gh; 10% 6430_mr,rbbmr	habitatmap_stdized	10	0	rbbmr	habitatmap_stdized	2	types van nat milieu	777	11551	0	1
11632	561116_v2018	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	777	7530	0	1
11751	647853_v2014	60% rbbsp; 20% 6430,rbbhf; 20% 6430_mr,rbbmr	60% rbbsp; 20% 6430_hf,rbbhf; 20% 6430_mr,rbbmr	habitatmap_stdized + interpretation	20	0	rbbmr	habitatmap_stdized	2	types van nat milieu	777	3478	0	1
1128	545826_v2016	80% gh; 20% 9190	80% gh; 20% 9190	habitatmap_stdized	20	1	9190	habitatmap_stdized	5	types van droog milieu	814	224601	0	1
1131	589763_v2014	90% gh; 10% 9190	90% gh; 10% 9190	habitatmap_stdized	10	1	9190	habitatmap_stdized	5	types van droog milieu	814	270116	0	1
1115	620509_v2014	50% 9190; 50% gh	50% 9190; 50% gh	habitatmap_stdized	50	1	9190	habitatmap_stdized	5	types van droog milieu	814	25349	1	1
24453	543847_v2018	100% 9190	100% 9190	habitatmap_stdized	100	1	9190	habitatmap_stdized	5	types van droog milieu	850	4411	0	1
24494	545199_v2018	100% 9190	100% 9190	habitatmap_stdized	100	1	9190	habitatmap_stdized	5	types van droog milieu	850	12099	1	1
24595	548249_v2018	70% 9190; 30% gh	70% 9190; 30% gh	habitatmap_stdized	70	1	9190	habitatmap_stdized	5	types van droog milieu	850	3544	0	1
24689	555340_v2018	100% 9190	100% 9190	habitatmap_stdized	100	1	9190	habitatmap_stdized	5	types van droog milieu	850	3271	0	1
24753	608830_v2018	100% 9190	100% 9190	habitatmap_stdized	100	1	9190	habitatmap_stdized	5	types van droog milieu	850	5303	0	1
24878	633089_v2014	100% 9190	100% 9190	habitatmap_stdized	100	1	9190	habitatmap_stdized	5	types van droog milieu	850	2523	0	1
24877	636362_v2014	100% 9190	100% 9190	habitatmap_stdized	100	1	9190	habitatmap_stdized	5	types van droog milieu	850	3088	0	1
36873	545101_v2018	100% 9130_end	100% 9130_end	habitatmap_stdized	100	1	9130_end	habitatmap_stdized	4	types van vochtig milieu	857	9325	0	1
37244	628087_v2014	100% 9130_end	100% 9130_end	habitatmap_stdized	100	1	9130_end	habitatmap_stdized	4	types van vochtig milieu	857	7634	0	1
37243	628088_v2014	100% 9130_end	100% 9130_end	habitatmap_stdized	100	1	9130_end	habitatmap_stdized	4	types van vochtig milieu	857	29641	1	1
37277	642441_v2014	100% 9130_end	100% 9130_end	habitatmap_stdized	100	1	9130_end	habitatmap_stdized	4	types van vochtig milieu	857	4594	0	1
37263	649057_v2014	100% 9130_end	100% 9130_end	habitatmap_stdized	100	1	9130_end	habitatmap_stdized	4	types van vochtig milieu	857	3193	0	1
37087	654254_v2014	100% 9130_end	100% 9130_end	habitatmap_stdized	100	1	9130_end	habitatmap_stdized	4	types van vochtig milieu	857	11885	0	1
36871	530089_v2018	100% 91E0_va	100% 91E0_va	habitatmap_stdized	100	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	1467	0	1
36872	530090_v2018	100% 91E0_va	100% 91E0_va	habitatmap_stdized	100	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	9707	0	1
36874	545489_v2018	100% 91E0_va	100% 91E0_va	habitatmap_stdized	100	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	18953	0	1
37253	643137_v2014	70% 91E0_va; 30% 91E0_vn	70% 91E0_va; 30% 91E0_vn	habitatmap_stdized	70	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	28785	0	1
37292	643467_v2014	70% 91E0_va; 30% 91E0_vn	70% 91E0_va; 30% 91E0_vn	habitatmap_stdized	70	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	7955	0	1
36906	643672_v2014	100% 91E0_va	100% 91E0_va	habitatmap_stdized	100	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	30435	0	1
37151	645506_v2014	100% 91E0_va	100% 91E0_va	habitatmap_stdized	100	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	2461	0	1
37250	651601_v2014	100% 91E0_va	100% 91E0_va	habitatmap_stdized	100	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	7895	0	1
36903	651810_v2014	100% 91E0_va	100% 91E0_va	habitatmap_stdized	100	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	2700	0	1
36904	651882_v2014	100% 91E0_va	100% 91E0_va	habitatmap_stdized	100	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	7979	0	1
37252	652876_v2014	70% 91E0_vn; 30% 91E0_va	70% 91E0_vn; 30% 91E0_va	habitatmap_stdized	30	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	10303	0	1
37267	667363_v2014	100% 91E0_va	100% 91E0_va	habitatmap_stdized	100	1	91E0_va	habitatmap_stdized	4	types van vochtig milieu	857	8986	0	1
3465	104243_v2014	50% gh; 50% rbbmr	50% gh; 50% rbbmr	habitatmap_stdized	50	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	3265	0	1
3420	109290_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	4809	0	1
3441	111425_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	2452	0	1
3439	115387_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	1992	0	1
3440	115718_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	564	0	1
3387	591481_v2014	70% gh; 30% rbbmr	70% gh; 30% rbbmr	habitatmap_stdized	30	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	14805	0	1
3472	613580_v2014	80% gh; 20% rbbmr	80% gh; 20% rbbmr	habitatmap_stdized	20	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	21002	0	1
3399	625569_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	88091	0	1
3389	625683_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	10079	0	1
3455	625727_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	4038	0	1
3471	627555_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	10939	1	1
3422	631278_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	100	1	rbbmr	habitatmap_stdized	2	types van nat milieu	957	9367	0	1
3678	544581_v2016	70% 9190; 30% gh	70% 9190; 30% gh	habitatmap_stdized	70	1	9190	habitatmap_stdized	5	types van droog milieu	990	45770	0	1
3580	574122_v2018	100% 9190	100% 9190	habitatmap_stdized	100	1	9190	habitatmap_stdized	5	types van droog milieu	990	88266	1	1
3613	596355_v2014	70% 9190; 30% gh	70% 9190; 30% gh	habitatmap_stdized	70	1	9190	habitatmap_stdized	5	types van droog milieu	990	8983	0	1
3708	596363_v2014	50% 9190; 50% gh	50% 9190; 50% gh	habitatmap_stdized	50	1	9190	habitatmap_stdized	5	types van droog milieu	990	133524	0	1
3603	598176_v2014	70% gh; 30% 9190	70% gh; 30% 9190	habitatmap_stdized	30	1	9190	habitatmap_stdized	5	types van droog milieu	990	5112	0	1
3607	605913_v2014	70% gh; 30% 9190	70% gh; 30% 9190	habitatmap_stdized	30	1	9190	habitatmap_stdized	5	types van droog milieu	990	84492	0	1
3623	617864_v2014	70% gh; 30% 9190	70% gh; 30% 9190	habitatmap_stdized	30	1	9190	habitatmap_stdized	5	types van droog milieu	990	12441	0	1
3665	627238_v2014	100% 9190	100% 9190	habitatmap_stdized	100	1	9190	habitatmap_stdized	5	types van droog milieu	990	17190	0	1
3714	640267_v2014	70% 9190; 30% gh	70% 9190; 30% gh	habitatmap_stdized	70	1	9190	habitatmap_stdized	5	types van droog milieu	990	2970	0	1
